ref_species,ref_chr,ref_start,ref_end,query_chr,query_start,query_end,query_strand,query_name,qry_lvl
Adineta_vaga:300k,1,15119083,15155439,3,20426752,20475225,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,15386769,15406598,5,21132679,21188409,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,15550166,15650427,6,2684843,2780308,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,16292301,16307482,3,3305904,3313790,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,16499618,16523858,4,16082552,16136078,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,16552405,16558570,5,1434253,1443852,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,16576191,16587337,5,20772627,20777440,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,16908863,16965115,4,330907,390205,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,17226208,17236535,3,21796826,21848064,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,17815561,17884744,2,205241,906606,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,2,100952,102740,6,17392755,17394555,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,2,449131,15909755,2,3363018,20599874,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,3,1621574,17335236,3,1725745,19952429,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,3,17630799,17661357,6,17515707,17672162,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,3,17911507,17976857,3,2775450,2879470,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,3,18060642,18065500,5,20576565,20581318,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,3,18317593,18320320,3,2539578,2542563,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,3,19716051,19785451,1,18844144,18934810,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,3,20125815,20185911,5,4413772,4470643,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,3,20265758,20328015,5,22848622,23044095,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,4,461342,14715132,4,832956,15171867,-,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,163445,164094,7,214354,214974,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,319109,419759,3,3870720,3967849,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,582040,583246,3,19257767,19259180,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,668768,705647,6,3995011,4004520,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,1356581,1365484,5,6340199,6392993,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,1398780,1401662,3,19791650,19794649,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,1434231,1435773,6,3897198,3898309,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,1529446,2400156,5,4207149,4653208,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,2440375,2501986,5,20432095,20459056,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,2644488,2654814,5,2364300,2429172,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,2748944,16137016,5,7756132,20392407,-,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,16463913,16554550,6,1790359,4411614,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,5,16847448,16871399,3,4860025,5091890,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,6,411985,422916,5,21249875,21286646,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,6,687198,748063,1,2278461,2838498,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,6,1104442,1112018,5,5271239,5278822,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,6,1288061,12764606,6,4905225,17008256,+,Adineta_sp_wild,Chromosomes
Adineta_vaga:300k,1,968068,17360307,1,1169233,17886491,-,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,1,17811634,17890602,1,15809560,15898211,-,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,2,163743,322760,1,2614194,2733962,-,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,2,379582,381437,5,4221106,4223109,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,2,436677,440626,5,4384607,4387719,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,2,1162138,9178347,2,269190,9744528,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,2,9179795,10972805,2,9746413,11628117,-,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,2,10974335,16248781,2,11633522,17212187,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,74920,158502,2,132560,187489,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,513232,854593,4,10976565,11783431,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,1068570,1087113,4,10718534,10817125,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,1298754,2013462,1,3406537,3606718,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,2514341,2648617,3,12525365,12820002,-,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,3072861,3460584,3,16220207,16258737,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,3815893,3831387,3,16392192,16397216,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,3837341,13408043,3,1809543,16334847,-,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,13489435,13906053,3,17462127,18986629,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,13995122,14046531,3,538706,603975,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,14409348,14467473,3,11575064,11633794,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,14704460,14708116,3,12061630,12065478,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,15469939,15572896,3,1548029,1616046,-,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,3,16543751,16602070,4,13754549,13828096,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,4,423496,9165475,4,801420,10219477,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,4,9350624,9432112,4,11142590,11172088,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,4,9479920,14777125,4,12131840,20340736,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,5,1654425,1995922,1,207990,625277,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,5,2475771,2655825,4,709251,774327,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,5,4101490,16456971,5,691399,17700037,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,6,65826,125156,4,20567429,20643516,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,6,826281,12420104,6,1790378,15110143,-,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,6,12898003,13122091,3,16373256,16836403,+,Habrotrocha_sp._wild,Chromosomes
Adineta_vaga:300k,1,2245034,10844258,1,789316,11075072,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,1,11813380,11814842,3,4508763,4510278,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,1,12356897,12388539,3,5221802,5237144,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,1,14801095,15119078,3,13582686,13745521,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,1,17749872,17812300,1,11901111,11927552,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,2,30921,333138,1,12270604,12507527,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,2,1157569,10822978,2,5544568,17288942,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,2,10823638,10971365,2,7417195,7561506,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,2,11055121,11377834,2,5142774,5461770,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,2,11379897,13440953,2,2854249,5141480,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,2,13442960,15900894,2,545769,2807108,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,2,16105367,16259094,1,12899560,12981019,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,3,784305,785986,5,11921044,11922659,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,3,3410701,6969034,3,135724,5136570,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,3,6976111,7169947,3,5190885,5530435,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,3,7175905,9115021,3,5733880,9312131,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,3,9120425,10133235,3,9350821,10482368,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,3,10133236,10503398,3,10529178,11023257,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,3,10508635,15928889,3,11044057,15646719,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,3,20283321,20285837,2,17567513,17568690,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,4,16187,317740,2,17435422,17555008,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,4,497213,932020,4,123610,688127,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,4,947937,2316651,4,734371,2425212,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,4,2319373,2663970,4,2529009,2843370,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,4,2733539,14631363,4,3083060,15301412,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,5,224665,225147,3,73729,74217,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,5,2591449,2595454,4,15200263,15204351,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,5,2724638,2863207,4,15340480,15416089,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,5,4095926,4097052,5,8060204,8061382,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,5,5169927,15951698,5,527583,14562882,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,5,16432345,16754785,5,30980,68841,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,6,1289048,1578829,6,53858,439623,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,6,1637127,4118091,6,498304,3350257,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,6,4122771,4570909,6,3359353,3905156,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,6,4577592,4695430,6,3710463,3806421,-,Philodina_roseola,Chromosomes
Adineta_vaga:300k,6,4702436,12937100,6,3936719,13140232,+,Philodina_roseola,Chromosomes
Adineta_vaga:300k,1,399013,639420,18,2662149,3026587,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,1163704,1356488,13,3674960,4012007,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,1420810,1426439,13,3564884,3575234,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,1493314,1616558,13,3227648,3472081,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,1646078,3356742,12,1198172,5089272,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,3376601,3392050,10,2711395,2738882,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,3516804,5302956,11,59281,5130040,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,5470007,8531517,8,474395,7042786,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,8534299,9917203,17,26703,3061799,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,9921002,10811574,18,227451,2553581,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,13403502,13915419,4,5650835,5900066,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,14417143,14604443,18,2736129,2816436,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,16108536,17467639,1,1603500,1925216,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,1,17586377,18105540,26,1492890,1617077,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,19173,88948,26,1686110,1782845,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,726027,780943,3,12030017,12048441,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,915748,990125,3,10704598,10854806,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,1151227,1539219,32,135168,1011972,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,1629038,1834108,1,1097581,1558341,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,1835121,1905941,1,1739292,1869532,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,1909387,9151458,1,2016529,14585856,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,9179807,9528939,1,17908149,18487897,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,9530270,10972383,1,14642602,17161458,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,10977207,11357377,1,17170608,17899050,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,11407246,12523986,1,18577342,20562752,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,12527375,12620572,1,20290698,20440539,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,12622722,13297189,1,20567597,21573490,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,13300685,14390442,23,21403,2002634,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,2,14394915,16256823,22,23200,2043567,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,3726718,4408225,21,265144,2076485,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,4421461,5574776,24,269865,1948448,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,5579401,8969654,4,135873,12059445,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,8973970,9911080,15,40961,3825207,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,9914646,11819147,9,18711,7057902,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,11821460,12017262,46,10614,489113,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,12020131,12031549,14,3425295,3459347,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,12038465,12236251,14,3549043,4080607,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,12240890,12372621,37,287649,631554,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,12374064,12461333,43,323894,471187,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,12466310,12838246,26,11696,1413119,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,12841468,13168460,27,110592,1853861,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,13175358,15927057,36,24577,923003,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,3,19396629,19619191,3,3803643,3938386,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,467532,1035833,33,62564,901962,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,1105495,1636543,29,72471,1489065,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,1640706,2659527,20,404943,2038667,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,2733834,2842948,3,5031,199419,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,2843794,3068319,20,4329,395286,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,3134201,3444024,3,201717,726569,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,3448587,3629499,3,732422,1041646,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,3633822,9768906,3,1052959,12677031,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,9879485,13089942,10,211417,6533120,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,13093517,13907583,13,3018754,4403576,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,13918656,14186482,31,18575,730812,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,14199827,14406758,7,6966777,7475200,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,4,14412665,14696813,31,742848,1167842,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,1801,1813404,1,238120,1011380,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,4063908,6033053,14,226222,3480675,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,6079310,8930311,6,12558,7343332,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,8940981,9044714,13,2625763,2973270,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,9049597,9102176,6,7389184,7486169,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,9104791,9794786,13,16384,2586722,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,9798409,11508660,7,19154,5475903,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,11519708,11671254,8,3240,380907,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,11676558,15288732,5,9068,9234493,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,15292118,15799377,25,366413,1909227,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,5,15902861,16006049,45,137840,200219,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,1856,1460714,12,82469,708608,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,1515016,1765452,38,279549,751159,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,1854688,3080985,16,722483,3517624,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,3103368,3421173,41,217217,812967,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,3480412,4990785,19,84913,2550770,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,5001658,5843152,30,20165,1408500,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,5847178,9797132,2,5592810,12795880,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,9801112,10021280,2,5244115,5564865,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,10028347,12076885,2,133598,5187467,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,12085032,12383085,28,562512,1800556,-,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,12598989,12761723,39,13172,275648,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,13483600,13576015,18,846086,878153,+,Rotaria_rotatoria,Scaffolds
Adineta_vaga:300k,6,13779355,13781576,18,2096771,2098977,+,Rotaria_rotatoria,Scaffolds
